Barcode	Donor	Tissue	celltype_sub	Sample	Histology	Tissue_sub
PP9-217-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-218-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-219-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-222-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-223-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-225-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-227-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-23-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-231-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-239-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-241-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-244-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-246-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-249-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-250-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-251-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-253-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-257-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-258-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-259-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-260-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-261-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-262-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-270-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-27-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-272-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-273-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-274-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-275-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-278-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-279-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-281-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-283-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-284-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-285-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-286-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-287-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-29-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-30-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-32-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-35-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-36-0322	D20170322	Blood	CD8-C4-CX3CR1	D20170322-Blood-CD45+	HCC	Blood
PP9-38-0322	D20170322	Blood	CD8-C4-CX3CR1	D20170322-Blood-CD45+	HCC	Blood
PP9-40-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-41-0322	D20170322	Blood	Mono-C2-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-42-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-43-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-44-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-45-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-46-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-47-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-48-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-49-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-5-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-52-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-53-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-57-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-59-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-60-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-6-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-61-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-63-0322	D20170322	Blood	CD8-C4-CX3CR1	D20170322-Blood-CD45+	HCC	Blood
PP9-64-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-65-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-68-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-69-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-70-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-7-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-71-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-74-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-75-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-77-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-78-0322	D20170322	Blood	CD8-C4-CX3CR1	D20170322-Blood-CD45+	HCC	Blood
PP9-79-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-80-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-83-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-84-0322	D20170322	Blood	CD8-C4-CX3CR1	D20170322-Blood-CD45+	HCC	Blood
PP9-85-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-88-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-90-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-9-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-91-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
PP9-93-0322	D20170322	Blood	NK-C2-SELL	D20170322-Blood-CD45+	HCC	Blood
PP9-95-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-97-0322	D20170322	Blood	CD8-C4-CX3CR1	D20170322-Blood-CD45+	HCC	Blood
PP9-98-0322	D20170322	Blood	Lymphoid-B	D20170322-Blood-CD45+	HCC	Blood
PP9-99-0322	D20170322	Blood	NK-C1-FCGR3A	D20170322-Blood-CD45+	HCC	Blood
TP10-10-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-1-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-12-0322	D20170322	Tumor	Mac-C4-GPX3	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-13-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-15-0322	D20170322	Tumor	Mac-C3-APOE	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-16-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-18-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-19-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-20-0322	D20170322	Tumor	DC-C1-CD1C	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-2-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-23-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-24-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-25-0322	D20170322	Tumor	Mono-C2-FCGR3A	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-26-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-27-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-28-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-29-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-3-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-31-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-32-0322	D20170322	Tumor	DC-C2-FCER1A	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-33-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-34-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-37-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-38-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-39-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-40-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-4-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-41-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-43-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-44-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-45-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-46-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-47-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-48-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-49-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-50-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-5-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-51-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-52-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-53-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-55-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-56-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-57-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-58-0322	D20170322	Tumor	DC-C1-CD1C	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-59-0322	D20170322	Tumor	DC-C3-CLEC9A	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-60-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-6-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-61-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-63-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-64-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-65-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-67-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-69-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-70-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-7-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-71-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-73-0322	D20170322	Tumor	Mono-C2-FCGR3A	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-74-0322	D20170322	Tumor	DC-C3-CLEC9A	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-75-0322	D20170322	Tumor	DC-C1-CD1C	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-77-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-78-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-79-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-80-0322	D20170322	Tumor	DC-C1-CD1C	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-81-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-82-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-83-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-84-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-85-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-86-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-87-0322	D20170322	Tumor	Mac-C4-GPX3	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-90-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-9-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-91-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-92-0322	D20170322	Tumor	Mac-C2-C1QA	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-93-0322	D20170322	Tumor	DC-C1-CD1C	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-95-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP10-96-0322	D20170322	Tumor	Mac-C1-THBS1	D20170322-Tumor-CD45+	HCC	TumorEdge
TP7-100-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-10-0322	D20170322	Tumor	CD8-C2-MKI67	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-101-0322	D20170322	Tumor	CD4-C7-FOXP3	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-102-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-103-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-1-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-104-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-105-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-106-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-107-0322	D20170322	Tumor	CD4-C7-FOXP3	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-108-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-109-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-110-0322	D20170322	Tumor	NK-C5-CD69	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-11-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-111-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-113-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-114-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-115-0322	D20170322	Tumor	CD8-C6-GZMK	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-118-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-119-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-120-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-12-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-121-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-122-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-123-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-124-0322	D20170322	Tumor	CD8-C2-MKI67	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-125-0322	D20170322	Tumor	CD8-C2-MKI67	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-126-0322	D20170322	Tumor	CD8-C6-GZMK	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-127-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-128-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-129-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-130-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-13-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-131-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-132-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-133-0322	D20170322	Tumor	CD8-C7-KLRD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-134-0322	D20170322	Tumor	NK-C4-IFNG-HSPA1A	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-137-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-138-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-139-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-140-0322	D20170322	Tumor	CD8-C2-MKI67	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-14-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-141-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-142-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-143-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-144-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-145-0322	D20170322	Tumor	CD8-C6-GZMK	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-146-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-148-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-150-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-15-0322	D20170322	Tumor	NK-C4-IFNG-HSPA1A	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-151-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-152-0322	D20170322	Tumor	NK-C5-CD69	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-154-0322	D20170322	Tumor	NK-C5-CD69	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-155-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-157-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-158-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-159-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-160-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-16-0322	D20170322	Tumor	CD4-C7-FOXP3	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-162-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-163-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-164-0322	D20170322	Tumor	CD8-C6-GZMK	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-165-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-166-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-167-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-168-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-169-0322	D20170322	Tumor	CD8-C2-MKI67	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-170-0322	D20170322	Tumor	CD8-C6-GZMK	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-17-0322	D20170322	Tumor	CD8-C8-PDCD1	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-172-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-173-0322	D20170322	Tumor	NK-C4-IFNG-HSPA1A	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-174-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-175-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-176-0322	D20170322	Tumor	NK-C5-CD69	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-177-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-178-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-179-0322	D20170322	Tumor	CD8-C9-SLC4A10	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-180-0322	D20170322	Tumor	CD4-C5-TCF7	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-18-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-181-0322	D20170322	Tumor	CD8-C2-MKI67	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-182-0322	D20170322	Tumor	CD4-C7-FOXP3	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
TP7-183-0322	D20170322	Tumor	CD4-C6-CXCL13	D20170322-Tumor-CD45+CD3+	HCC	TumorEdge
