Barcode	Donor	Tissue	celltype_sub	Sample	Histology	Tissue_sub
NP10-43-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-432-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-434-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-435-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-436-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-437-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-438-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-439-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-440-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-441-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-44-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-442-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-443-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-444-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-445-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-446-20171109	D20171109	Normal	DC-C3-CLEC9A	D20171109-Normal-CD45+	HCC	Normal
NP10-447-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP10-448-20171109	D20171109	Normal	DC-C4-LAMP3	D20171109-Normal-CD45+	HCC	Normal
NP10-449-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-450-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-451-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-452-20171109	D20171109	Normal	NK-C9-MKI67	D20171109-Normal-CD45+	HCC	Normal
NP10-453-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-454-20171109	D20171109	Normal	DC-C4-LAMP3	D20171109-Normal-CD45+	HCC	Normal
NP10-455-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-456-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-457-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-458-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-459-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-460-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-461-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-462-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-463-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-464-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-465-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-466-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-467-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-468-20171109	D20171109	Normal	DC-C4-LAMP3	D20171109-Normal-CD45+	HCC	Normal
NP10-469-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-470-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-471-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-47-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-472-20171109	D20171109	Normal	CD8-C4-CX3CR1	D20171109-Normal-CD45+	HCC	Normal
NP10-473-20171109	D20171109	Normal	CD4-C3-ANXA1	D20171109-Normal-CD45+	HCC	Normal
NP10-474-20171109	D20171109	Normal	CD4-C3-ANXA1	D20171109-Normal-CD45+	HCC	Normal
NP10-475-20171109	D20171109	Normal	CD4-C3-ANXA1	D20171109-Normal-CD45+	HCC	Normal
NP10-476-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-477-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-478-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-479-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-480-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+	HCC	Normal
NP10-481-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-48-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-482-20171109	D20171109	Normal	CD8-C4-CX3CR1	D20171109-Normal-CD45+	HCC	Normal
NP10-483-20171109	D20171109	Normal	CD4-C3-ANXA1	D20171109-Normal-CD45+	HCC	Normal
NP10-484-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP10-485-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+	HCC	Normal
NP10-486-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-487-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-488-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-489-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-490-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-491-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-492-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-493-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-494-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-495-20171109	D20171109	Normal	DC-C3-CLEC9A	D20171109-Normal-CD45+	HCC	Normal
NP10-496-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-497-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-498-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-51-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-5-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-52-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-55-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-56-20171109	D20171109	Normal	Mono-C2-FCGR3A	D20171109-Normal-CD45+	HCC	Normal
NP10-57-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-59-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-60-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-61-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-6-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-62-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-63-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-64-20171109	D20171109	Normal	DC-C3-CLEC9A	D20171109-Normal-CD45+	HCC	Normal
NP10-68-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-69-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-70-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-71-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-72-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-73-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-74-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-77-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-78-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-80-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-8-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-83-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-84-20171109	D20171109	Normal	Mac-C2-C1QA	D20171109-Normal-CD45+	HCC	Normal
NP10-85-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-86-20171109	D20171109	Normal	Mast-C1-IL7R	D20171109-Normal-CD45+	HCC	Normal
NP10-87-20171109	D20171109	Normal	DC-C3-CLEC9A	D20171109-Normal-CD45+	HCC	Normal
NP10-88-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-89-20171109	D20171109	Normal	DC-C4-LAMP3	D20171109-Normal-CD45+	HCC	Normal
NP10-90-20171109	D20171109	Normal	DC-C1-CD1C	D20171109-Normal-CD45+	HCC	Normal
NP10-91-20171109	D20171109	Normal	Lymphoid-B-Plasma	D20171109-Normal-CD45+	HCC	Normal
NP10-9-20171109	D20171109	Normal	Mono-C2-FCGR3A	D20171109-Normal-CD45+	HCC	Normal
NP10-92-20171109	D20171109	Normal	Mac-C1-THBS1	D20171109-Normal-CD45+	HCC	Normal
NP10-95-20171109	D20171109	Normal	Mono-C2-FCGR3A	D20171109-Normal-CD45+	HCC	Normal
NP10-97-20171109	D20171109	Normal	Mono-C2-FCGR3A	D20171109-Normal-CD45+	HCC	Normal
NP10-98-20171109	D20171109	Normal	DC-C3-CLEC9A	D20171109-Normal-CD45+	HCC	Normal
NP7-100-20171109	D20171109	Normal	CD4-C4-IL7R	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-101-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-10-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-102-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-103-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-104-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-105-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-106-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-107-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-108-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-109-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-110-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-111-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-11-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-112-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-113-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-114-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-115-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-116-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-117-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-118-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-119-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-1-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-120-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-121-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-12-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-122-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-123-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-124-20171109	D20171109	Normal	CD4-C7-FOXP3	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-125-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-126-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-127-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-128-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-129-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-130-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-131-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-13-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-132-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-133-20171109	D20171109	Normal	CD8-C2-MKI67	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-134-20171109	D20171109	Normal	CD8-C2-MKI67	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-135-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-136-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-137-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-138-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-139-20171109	D20171109	Normal	NK-C5-CD69	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-140-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-141-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-14-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-15-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-16-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-17-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-18-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-19-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-21-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-2-20171109	D20171109	Normal	CD8-C2-MKI67	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-23-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-24-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-25-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-26-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-27-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-28-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-29-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-30-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-31-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-3-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-32-20171109	D20171109	Normal	CD8-C2-MKI67	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-33-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-40-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-41-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-4-20171109	D20171109	Normal	CD8-C4-CX3CR1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-42-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-47-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-48-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-49-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-51-20171109	D20171109	Normal	NK-C5-CD69	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-5-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-52-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-53-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-55-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-56-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-57-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-59-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-6-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-63-20171109	D20171109	Normal	CD4-C7-FOXP3	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-64-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-65-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-66-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-67-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-68-20171109	D20171109	Normal	CD4-C3-ANXA1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-69-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-70-20171109	D20171109	Normal	CD8-C2-MKI67	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-71-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-7-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-72-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-73-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-74-20171109	D20171109	Normal	CD8-C6-GZMK	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-75-20171109	D20171109	Normal	CD4-C7-FOXP3	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-76-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-77-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-78-20171109	D20171109	Normal	CD8-C7-KLRD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-79-20171109	D20171109	Normal	NK-C4-IFNG-HSPA1A	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-80-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-81-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-8-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-82-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-83-20171109	D20171109	Normal	NK-C5-CD69	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-9-20171109	D20171109	Normal	CD4-C6-CXCL13	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-97-20171109	D20171109	Normal	CD4-C5-TCF7	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-98-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP7-99-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+CD3+	HCC	Normal
NP9-101-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-10-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-103-20171109	D20171109	Normal	Mac-C3-APOE	D20171109-Normal-CD45+	HCC	Normal
NP9-104-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-107-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-110-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-111-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-11-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-114-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-116-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-118-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-119-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-1-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-120-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-121-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-12-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-122-20171109	D20171109	Normal	NK-C8-CD160-HSPA1A	D20171109-Normal-CD45+	HCC	Normal
NP9-123-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-124-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-125-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-127-20171109	D20171109	Normal	Lymphoid-B-Plasma	D20171109-Normal-CD45+	HCC	Normal
NP9-128-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-129-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-131-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-13-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-132-20171109	D20171109	Normal	NK-C8-CD160-HSPA1A	D20171109-Normal-CD45+	HCC	Normal
NP9-133-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-135-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-137-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-139-20171109	D20171109	Normal	NK-C3-IFNG	D20171109-Normal-CD45+	HCC	Normal
NP9-141-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-14-20171109	D20171109	Normal	NK-C7-CD160	D20171109-Normal-CD45+	HCC	Normal
NP9-142-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-143-20171109	D20171109	Normal	CD8-C8-PDCD1	D20171109-Normal-CD45+	HCC	Normal
NP9-144-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
NP9-145-20171109	D20171109	Normal	Lymphoid-B	D20171109-Normal-CD45+	HCC	Normal
